epoch,train_loss,val_loss,accuracy,precision_macro,recall_macro,f1_macro,kappa
21,0.3855230144181405,0.37543293260004884,0.83310546875,0.8450560135940746,0.83310546875,0.8312695736054764,0.7774739583333334
22,0.3752747908496531,0.3218922693400855,0.8611328125,0.8667977168819988,0.8611328125,0.8621167423875409,0.81484375
23,0.356258360153879,0.3354348296432016,0.85732421875,0.8642481596498147,0.85732421875,0.8563557905703905,0.809765625
24,0.3350164883697289,0.3445195157200479,0.85283203125,0.8642231447610284,0.85283203125,0.8534796284085424,0.8037760416666666
25,0.3264057393003895,0.32873510741808315,0.85615234375,0.8704267210099765,0.85615234375,0.8548893192023078,0.808203125
26,0.31075057388661664,0.2892957304622147,0.87939453125,0.8869754957894835,0.87939453125,0.8793218185733374,0.8391927083333333
27,0.28929800329569844,0.30127520115449724,0.87216796875,0.8818859882962189,0.87216796875,0.8724648581218923,0.8295572916666666
28,0.2819849780287768,0.2637124830169923,0.888671875,0.8930062704659193,0.888671875,0.8882391003312444,0.8515625
29,0.25824746045673236,0.2462628967187464,0.89951171875,0.9069399230241428,0.89951171875,0.8994370361272038,0.866015625
30,0.23947344947791863,0.2580714923958743,0.8966796875,0.9042609893266661,0.8966796875,0.8959561167084041,0.8622395833333332
31,0.23139910667232466,0.22768839397883914,0.90947265625,0.9114872660369727,0.90947265625,0.9094805265530134,0.879296875
32,0.21129947231856927,0.2290726829578107,0.90947265625,0.913941508134917,0.90947265625,0.910181852993702,0.879296875
33,0.20220487661817965,0.21581589191817424,0.911328125,0.9190961019950457,0.911328125,0.9111373415930741,0.8817708333333334
34,0.18578259956670987,0.18362163184770866,0.9267578125,0.9297842877181701,0.9267578125,0.9268514430678287,0.90234375
35,0.16864486963741,0.21463454539055568,0.91953125,0.9216795958114588,0.91953125,0.9189891071555525,0.8927083333333334
36,0.16164581151753055,0.18656699485847464,0.933984375,0.935813793165492,0.933984375,0.93401685252602,0.9119791666666666
37,0.15077964953852638,0.1792611115144282,0.93134765625,0.9359452152080141,0.93134765625,0.9310827576246081,0.9084635416666667
38,0.13803235749739995,0.15461913866517335,0.9416015625,0.9445373710591672,0.9416015625,0.9419446961096479,0.9221354166666667
39,0.12926682537834036,0.14269949536189613,0.94677734375,0.9472760922235862,0.94677734375,0.9468106073512909,0.9290364583333334
40,0.11962164897812141,0.14370492593269643,0.947265625,0.9489405470139529,0.947265625,0.947207175221201,0.9296875
41,0.1104194406979786,0.1245500442048165,0.95634765625,0.9567387327524376,0.95634765625,0.9563208954702166,0.941796875
42,0.10186279229867234,0.13749983063591276,0.94697265625,0.9501278644415793,0.94697265625,0.947106925601274,0.929296875
43,0.09636376187650908,0.11622249381952651,0.95751953125,0.9581710787364901,0.95751953125,0.9576289659884323,0.943359375
44,0.09310920123659226,0.12526804905637395,0.9556640625,0.9564897308954745,0.9556640625,0.9556809408638204,0.9408854166666666
45,0.08076974371780347,0.12679652008254022,0.95615234375,0.9578773042094927,0.95615234375,0.9562228374386829,0.9415364583333334
46,0.08156252878571732,0.11260585583991589,0.95947265625,0.9601780828544715,0.95947265625,0.9594913500192312,0.9459635416666666
47,0.07036741739727573,0.10792230084619292,0.96171875,0.9626652269691096,0.96171875,0.9617075408611804,0.9489583333333333
48,0.07025012455229951,0.10208238626469734,0.9646484375,0.9654344931146099,0.9646484375,0.9646716256209811,0.9528645833333332
49,0.06259837497749883,0.10430075902510609,0.9662109375,0.9670897703819273,0.9662109375,0.9662942646160279,0.9549479166666666
50,0.06257160363809502,0.09803135195758506,0.966796875,0.9678385533911712,0.966796875,0.9668734679745976,0.9557291666666666
51,0.054250571630769386,0.07935940924494353,0.9724609375,0.9728283978016871,0.9724609375,0.9725252707269334,0.96328125
52,0.05691385804382486,0.0843798088700485,0.97119140625,0.9717874489140916,0.97119140625,0.9712327478482934,0.9615885416666667
53,0.049061482938549214,0.08254415669147044,0.97236328125,0.9727191623797843,0.97236328125,0.9723904396383137,0.9631510416666667
54,0.045545262117096315,0.08666765248211594,0.97236328125,0.9728321922611087,0.97236328125,0.9723553356744713,0.9631510416666667
55,0.04467546579122446,0.0725903348259006,0.975390625,0.9756340937174073,0.975390625,0.9754167901757143,0.9671875
56,0.04697282473728764,0.08041042819766804,0.97353515625,0.974362153257329,0.97353515625,0.9736325115181904,0.9647135416666666
57,0.038074979337951044,0.0671164692382005,0.9796875,0.9797820375444379,0.9796875,0.979694871072516,0.9729166666666667
58,0.03833094914883354,0.07997574105465566,0.97470703125,0.97512790002968,0.97470703125,0.9747150876769892,0.9662760416666666
59,0.034659024442867004,0.06693658143812711,0.9787109375,0.978826554668888,0.9787109375,0.9787087301937965,0.9716145833333334
60,0.03425761227260042,0.06947033830247065,0.9783203125,0.9785392890790916,0.9783203125,0.9783564563115172,0.97109375
61,0.02953754334003794,0.06883611526019504,0.97958984375,0.9798047153981866,0.97958984375,0.9796007572973146,0.9727864583333334
62,0.0290403033160683,0.07070452885153487,0.97861328125,0.9789116272094397,0.97861328125,0.9786577523072022,0.971484375
63,0.028732466222153356,0.05965070198890672,0.98056640625,0.980716188428314,0.98056640625,0.9805732505158973,0.9740885416666668
64,0.02625888427492956,0.06007555359366192,0.9818359375,0.982013003632867,0.9818359375,0.9818648722363298,0.97578125
65,0.025033594636743917,0.061150294432444116,0.98125,0.9813815072162205,0.98125,0.9812746299939239,0.975
66,0.023879268010903242,0.07128336996926847,0.97919921875,0.9797147975458437,0.97919921875,0.9792177171580818,0.972265625
67,0.02235050913956574,0.05735093919863783,0.98388671875,0.9839524299101875,0.98388671875,0.9839021429104509,0.978515625
68,0.0215681426759027,0.05841167734575674,0.9837890625,0.9839237603507776,0.9837890625,0.9838039519444168,0.9783854166666666
69,0.02194441812082456,0.06369225392739511,0.9818359375,0.9822144909073163,0.9818359375,0.9818734903748727,0.97578125
70,0.01973073140585626,0.06629958019393604,0.9833984375,0.9835611660935845,0.9833984375,0.9834153310654692,0.9778645833333334
71,0.018668953533328043,0.06383452154283498,0.98251953125,0.9827060102045404,0.98251953125,0.9825370334842274,0.9766927083333334
72,0.018156897622382782,0.06269674046870721,0.983203125,0.9834421650317762,0.983203125,0.9832315721037619,0.9776041666666666
73,0.01691123922964822,0.06213150793538029,0.982421875,0.9826694934381692,0.982421875,0.9824518176918249,0.9765625
74,0.017849754739421318,0.06420013326670491,0.98251953125,0.9827860866167967,0.98251953125,0.982552081854223,0.9766927083333334
75,0.018726726726698662,0.0657164585093418,0.98291015625,0.9832335470813293,0.98291015625,0.982948399651552,0.9772135416666666
76,0.01416160399365764,0.05443403530429022,0.9837890625,0.9839527931070698,0.9837890625,0.9838173033988042,0.9783854166666668
77,0.01470721566581846,0.05524809580691864,0.9857421875,0.9859011675495116,0.9857421875,0.9857698666117931,0.9809895833333332
78,0.012782048137516058,0.05820275154022834,0.98564453125,0.9857793938261725,0.98564453125,0.985655493818606,0.980859375
79,0.014202645451784202,0.05708818734029338,0.98486328125,0.9849747285839218,0.98486328125,0.9848844637455375,0.9798177083333334
80,0.0128652427920598,0.05620772020750871,0.98486328125,0.9850118079650556,0.98486328125,0.9848825497023892,0.9798177083333333
81,0.014757553168109918,0.054550973964070784,0.984765625,0.984843655739323,0.984765625,0.984780085233953,0.9796875
82,0.01132928979866038,0.056242564163382525,0.98603515625,0.9862011232393681,0.98603515625,0.9860484896558956,0.9813802083333334
83,0.01106607669307998,0.05619371104009078,0.98466796875,0.9848529059464106,0.98466796875,0.9846942498275899,0.9795572916666668
84,0.01141029391224192,0.05531111804810054,0.9861328125,0.9862184793301898,0.9861328125,0.9861427385413343,0.9815104166666666
85,0.01195178872969994,0.053070861227405584,0.98671875,0.9867969648318556,0.98671875,0.9867364419744755,0.9822916666666666
86,0.01010002118651134,0.05309128051054348,0.98583984375,0.9859558228205294,0.98583984375,0.9858580362495989,0.9811197916666666
87,0.011115633572792,0.055621529571961134,0.98564453125,0.9857467591261763,0.98564453125,0.9856588680018181,0.980859375
88,0.01014973872953888,0.05545099310340582,0.98701171875,0.9871673254788437,0.98701171875,0.9870323842247881,0.9826822916666667
89,0.010954178456053438,0.050756941557841315,0.98818359375,0.9882598625528732,0.98818359375,0.9881938099121548,0.9842447916666666
90,0.008683843013170201,0.05006928416544811,0.98701171875,0.9870910348263641,0.98701171875,0.9870275162000235,0.9826822916666668
91,0.00814136128478166,0.047943841980049716,0.98828125,0.98835460094662,0.98828125,0.9882900144168201,0.984375
92,0.0082008607891636,0.04877561332744182,0.987890625,0.9879621939375891,0.987890625,0.9879047537857663,0.9838541666666666
93,0.009527212605657061,0.05172029074183654,0.986328125,0.9864920444178328,0.986328125,0.9863493205196028,0.9817708333333334
94,0.007096316157438701,0.0573116333114726,0.9865234375,0.9866673641719377,0.9865234375,0.9865437403298106,0.98203125
95,0.0077926205046521205,0.04955421895199784,0.9875,0.9875917463545839,0.9875,0.9875117685830096,0.9833333333333332
96,0.0069981412779412805,0.04974861379253934,0.98818359375,0.9882774833368625,0.98818359375,0.9882010420349093,0.9842447916666668
97,0.0083841624232321,0.043251400335774515,0.9888671875,0.9889400800530442,0.9888671875,0.988879794226731,0.98515625
98,0.00790939275589778,0.04720762538978884,0.987890625,0.987989733177562,0.987890625,0.9879044149012233,0.9838541666666666
99,0.006774249673473081,0.04584951511147696,0.98779296875,0.9879134546151391,0.98779296875,0.9878114740808007,0.9837239583333333
100,0.00619515616158954,0.05186925900931129,0.9873046875,0.9874575901734419,0.9873046875,0.9873275132204558,0.9830729166666667
101,0.00712450943806224,0.05100332672351846,0.9875,0.9875619711792478,0.9875,0.9875109247481223,0.9833333333333334
102,0.00651577506052944,0.05084960336660567,0.98671875,0.9868039646074344,0.98671875,0.9867289428984748,0.9822916666666668
103,0.0070660732753781595,0.04705820304520308,0.98828125,0.9883552553251805,0.98828125,0.9882981458091681,0.984375
104,0.0058874793876737,0.04916920221753872,0.9890625,0.9891283031309589,0.9890625,0.9890707886335864,0.9854166666666668
105,0.0055393683006574,0.051425328561760394,0.98759765625,0.987668114112779,0.98759765625,0.9876115251362455,0.9834635416666666
106,0.005110684473254119,0.046844908197973725,0.98837890625,0.9884554665151928,0.98837890625,0.9883940237500678,0.9845052083333334
107,0.0049997529559798,0.05271635924470504,0.9880859375,0.9881811183982482,0.9880859375,0.9881007968127011,0.9841145833333333
108,0.005676990253562481,0.048204131401347536,0.9890625,0.9891061265121877,0.9890625,0.9890709719472047,0.9854166666666666
109,0.005271700469380919,0.0478327173845666,0.9892578125,0.9893016505301924,0.9892578125,0.9892671358189636,0.9856770833333334
110,0.00540704285296656,0.051838511745042636,0.987890625,0.9879627919803762,0.987890625,0.9879043963502218,0.9838541666666666
111,0.00495707282499056,0.0517465969969082,0.988671875,0.988810012659663,0.988671875,0.9886930817307036,0.9848958333333334
112,0.004687986997244421,0.05076276252542137,0.98798828125,0.9880483865161717,0.98798828125,0.9880019035324267,0.983984375
113,0.00678790421499032,0.052632746175169796,0.9875,0.9876846676642554,0.9875,0.9875267859688982,0.9833333333333334
114,0.004351118980580999,0.0518103696359888,0.987890625,0.9879995953651101,0.987890625,0.9879064677469527,0.9838541666666668
115,0.0045359365358979605,0.049745335514340905,0.98818359375,0.9883073251476626,0.98818359375,0.9882055348859214,0.9842447916666666
116,0.0038915910232768603,0.05160732028936391,0.98828125,0.9883929781965748,0.98828125,0.9883005436549699,0.984375
117,0.0044893005388304,0.054026397920632484,0.98798828125,0.9880904253863824,0.98798828125,0.9880025477705223,0.983984375
118,0.005231753438808081,0.051343596676310964,0.98837890625,0.9884768059562301,0.98837890625,0.988393295730971,0.9845052083333334
119,0.0046039053200479,0.0497285570402115,0.98876953125,0.988874318053151,0.98876953125,0.9887849739121352,0.9850260416666667
120,0.00393435255581402,0.05072464248819181,0.98916015625,0.9892623409970419,0.98916015625,0.9891765027992803,0.985546875
121,0.00386990561196692,0.05030870569367392,0.98896484375,0.9890317473406816,0.98896484375,0.9889760263533797,0.9852864583333332
122,0.00609761789511302,0.04959417438815246,0.98876953125,0.988844454391763,0.98876953125,0.9887815968936675,0.9850260416666666
123,0.0041065354661995405,0.05065725570316491,0.988671875,0.9887546283636542,0.988671875,0.9886813636019374,0.9848958333333332
124,0.00404858920041558,0.05123570294246478,0.98798828125,0.9880882045196604,0.98798828125,0.9880077070276215,0.983984375
125,0.00389374980649146,0.050882016671192055,0.98876953125,0.9888603861301452,0.98876953125,0.9887836525380773,0.9850260416666667
126,0.00324361878436064,0.047506314710176634,0.989453125,0.9895284918293573,0.989453125,0.9894678729432478,0.9859375
127,0.00377910357783766,0.049736397655633854,0.98896484375,0.9890627675968938,0.98896484375,0.9889801641129171,0.9852864583333332
128,0.0038680163122461397,0.04856102002099712,0.98916015625,0.9892544329464463,0.98916015625,0.9891741144405441,0.985546875
129,0.00367825728986552,0.050408255704877655,0.98857421875,0.9886858209399134,0.98857421875,0.988590280753623,0.984765625
130,0.00326166941453978,0.04860483538898358,0.9890625,0.9891285030283689,0.9890625,0.9890764299314408,0.9854166666666666
131,0.0035609077153125794,0.0519952987356493,0.98828125,0.9884126441534267,0.98828125,0.9882994143014999,0.984375
132,0.00322968071101738,0.0498464891842179,0.98876953125,0.9888565316305457,0.98876953125,0.9887849267423103,0.9850260416666666
133,0.0032160536953410395,0.048554666855449534,0.9890625,0.9891566649465682,0.9890625,0.9890805199265076,0.9854166666666666
134,0.0035590508174434,0.050209979233871584,0.9890625,0.9891407589417597,0.9890625,0.9890747823383272,0.9854166666666668
135,0.0038421677970377002,0.050526364396956534,0.988671875,0.9887784256085311,0.988671875,0.9886900190359513,0.9848958333333334
136,0.0037869863280638794,0.04775113227686388,0.98896484375,0.989038448778067,0.98896484375,0.9889761664256719,0.9852864583333334
137,0.0037402807022723404,0.04711729380356512,0.98876953125,0.9888385351230013,0.98876953125,0.9887787122779637,0.9850260416666666
138,0.003119582753583,0.05120371933672905,0.98857421875,0.9886620867330869,0.98857421875,0.9885901022392284,0.984765625
139,0.0035766734272925397,0.0490142783127812,0.98857421875,0.98866811201865,0.98857421875,0.9885903184406931,0.984765625
140,0.0035508422646179207,0.05032638529984126,0.9892578125,0.9893537060431152,0.9892578125,0.98927229170543,0.9856770833333333
141,0.00348586108755482,0.049782677939472005,0.98828125,0.9883614368595091,0.98828125,0.9882966116981796,0.984375
142,0.00325082760150458,0.05211690047274251,0.98876953125,0.9888963531029965,0.98876953125,0.9887912418616288,0.9850260416666666
143,0.0029983126132626797,0.052254220014640085,0.98828125,0.9883829181142213,0.98828125,0.9882992916284076,0.984375
144,0.00350997496148096,0.051390375320204795,0.98818359375,0.9882885021865588,0.98818359375,0.9882003095868775,0.9842447916666666
145,0.00382277264225332,0.04824443533362428,0.9888671875,0.9889294601478331,0.9888671875,0.9888793765260507,0.98515625
146,0.0026993758687404996,0.049055536995407975,0.9890625,0.989123188160991,0.9890625,0.9890739359243991,0.9854166666666666
147,0.00386223755521396,0.04767188485286356,0.98876953125,0.9888741221644992,0.98876953125,0.9887870876845286,0.9850260416666666
148,0.003917610366876699,0.04866944081529954,0.9890625,0.9891467260698699,0.9890625,0.9890778811878519,0.9854166666666666
149,0.00373791140040138,0.047405283127761155,0.9890625,0.9891388736453317,0.9890625,0.9890760545846173,0.9854166666666668
150,0.0031212684556691803,0.048264047130881706,0.989453125,0.9895296187543892,0.989453125,0.9894665880095079,0.9859375
151,0.00333733211605764,0.04784734061310568,0.9890625,0.9891328180387475,0.9890625,0.9890747221248685,0.9854166666666666
152,0.00284716927804956,0.0487790922798101,0.98876953125,0.988850794004329,0.98876953125,0.9887841205591424,0.9850260416666667
153,0.0026707008387024203,0.04905849354479912,0.98935546875,0.9894359023164224,0.98935546875,0.9893686774703772,0.9858072916666668
154,0.0033995822056664205,0.04977275493502728,0.98876953125,0.9888386329071732,0.98876953125,0.9887827431807793,0.9850260416666667
155,0.0030350747473142604,0.05004191189789682,0.98837890625,0.9884574517576343,0.98837890625,0.9883929546838693,0.9845052083333334
156,0.0032414028026918,0.0512601279497529,0.988671875,0.9887596098663437,0.988671875,0.9886863406311382,0.9848958333333334
157,0.00287712197187766,0.05199686086480768,0.988671875,0.9887798385809441,0.988671875,0.9886896533395095,0.9848958333333334
158,0.00227275086067236,0.052506254391400255,0.98857421875,0.9886694977547622,0.98857421875,0.9885910281569036,0.984765625
159,0.0025859911340695005,0.05121498621806066,0.98896484375,0.9890334977517112,0.98896484375,0.9889777442644221,0.9852864583333332
160,0.0028648748455131798,0.05228702718830276,0.98818359375,0.9882878804648133,0.98818359375,0.9881991492157756,0.9842447916666666
161,0.00383980686938684,0.05081263952793859,0.98828125,0.9883769072203693,0.98828125,0.9882984137336172,0.984375
162,0.0024669192112989997,0.05230124764200185,0.9884765625,0.9885804502062798,0.9884765625,0.9884946398165558,0.9846354166666667
163,0.00317383836367214,0.052080851384433614,0.9876953125,0.9877901364171295,0.9876953125,0.987711715574169,0.98359375
164,0.00298884595584232,0.05202279343380238,0.98837890625,0.9884828206113886,0.98837890625,0.9883956724490084,0.9845052083333332
165,0.00282089323027786,0.0515056284068397,0.9884765625,0.9885764067188981,0.9884765625,0.9884933442246414,0.9846354166666667
166,0.00242790423478634,0.051955287288695584,0.9890625,0.9891828649042843,0.9890625,0.9890795760646182,0.9854166666666668
167,0.0026927918634340403,0.05097686077118663,0.98876953125,0.9888506185747741,0.98876953125,0.988782536210272,0.9850260416666666
168,0.00326025359230002,0.051876390243494976,0.98837890625,0.9884888640105188,0.98837890625,0.9883973774705268,0.9845052083333334
169,0.00237168385315056,0.05100854777392164,0.98896484375,0.9890368073257589,0.98896484375,0.9889770437618532,0.9852864583333334
170,0.0027170600248192,0.0519790350300718,0.98876953125,0.9888705755140921,0.98876953125,0.9887875058146784,0.9850260416666667
171,0.0026524066982725,0.049914842249609785,0.98876953125,0.9888403391253512,0.98876953125,0.9887830144375792,0.9850260416666666
172,0.003942131682588579,0.05068443820591144,0.98896484375,0.9890587801114726,0.98896484375,0.9889814107474237,0.9852864583333332
173,0.00240517765874288,0.05036820385959896,0.988671875,0.9887370080548399,0.988671875,0.988682917962026,0.9848958333333334
174,0.0025450114240915,0.05159623761396119,0.98828125,0.9883851225438031,0.98828125,0.9882994541829987,0.984375
175,0.00233494514873958,0.052111239657459764,0.9880859375,0.9881903790475353,0.9880859375,0.9881019802685695,0.9841145833333333
176,0.00314209536621108,0.05107241054707874,0.9884765625,0.988551669382446,0.9884765625,0.9884903983368298,0.9846354166666667
177,0.00404165637060796,0.050812315735554045,0.9888671875,0.9889537792347474,0.9888671875,0.9888832082965964,0.98515625
178,0.0025991540142655603,0.049150872348517276,0.9892578125,0.9893380741131164,0.9892578125,0.9892713217199451,0.9856770833333333
179,0.0031604891958593997,0.0497491963686092,0.98876953125,0.9888432903199729,0.98876953125,0.9887840278144362,0.9850260416666666
180,0.0032138432283419795,0.04952913588754858,0.98896484375,0.9890691209012763,0.98896484375,0.9889806366489242,0.9852864583333334
181,0.00256487621568366,0.05046957076133461,0.9890625,0.9891505252535262,0.9890625,0.9890766254285188,0.9854166666666666
182,0.00258902907745842,0.0484837185944602,0.9890625,0.9891392900270098,0.9890625,0.9890762753631697,0.9854166666666666
183,0.0024767403366576,0.051204064745491995,0.9888671875,0.9889623326341324,0.9888671875,0.9888837969470489,0.98515625
184,0.00299357504386466,0.04981500041757682,0.9890625,0.9891344461783852,0.9890625,0.9890758017607771,0.9854166666666666
185,0.00323532123017392,0.05019637127520572,0.9888671875,0.9889549995418438,0.9888671875,0.9888823848552523,0.98515625
186,0.0017439835444630202,0.0518497212849367,0.98837890625,0.9884867000519343,0.98837890625,0.9883967681472919,0.9845052083333334
187,0.0031174546622159205,0.04971805394458978,0.9888671875,0.9889395881557063,0.9888671875,0.9888783417319515,0.98515625
188,0.00272004762598964,0.050852331892870715,0.9888671875,0.9889648406061852,0.9888671875,0.9888828665718918,0.98515625
189,0.0034140660791900403,0.05062121776143826,0.9892578125,0.9893442417607028,0.9892578125,0.9892723099282199,0.9856770833333333
190,0.00279863240147982,0.0478298976538071,0.9892578125,0.9893174480226424,0.9892578125,0.9892678977816056,0.9856770833333333
191,0.0026560424808672197,0.049480932475799176,0.9888671875,0.988937799753781,0.9888671875,0.9888799816654068,0.98515625
192,0.0029001230213803403,0.04778151345813838,0.9892578125,0.9893295739030787,0.9892578125,0.9892699224388855,0.9856770833333334
193,0.0033121514822550997,0.050205924566894086,0.9890625,0.9891364801798446,0.9890625,0.9890746622238831,0.9854166666666666
194,0.0028627158621466796,0.048317267391034355,0.9888671875,0.9889220971847734,0.9888671875,0.988877652318199,0.98515625
195,0.0030257724647896798,0.0509587597657966,0.9890625,0.9891648190027563,0.9890625,0.9890771987822978,0.9854166666666666
196,0.00307955419409434,0.049473585193051596,0.9890625,0.9891416807296839,0.9890625,0.9890757650408251,0.9854166666666666
197,0.00357466835642068,0.04931604764217469,0.9890625,0.9891477766804029,0.9890625,0.9890766977575032,0.9854166666666666
198,0.00278762281339124,0.050642594249274156,0.9884765625,0.9885845292757587,0.9884765625,0.9884951850672319,0.9846354166666667
199,0.00274697796462634,0.04860257135684518,0.98916015625,0.989237493641471,0.98916015625,0.989174183514842,0.985546875
200,0.00231116168961132,0.050269669935013785,0.9892578125,0.989331312440082,0.9892578125,0.9892703032289301,0.9856770833333334
